date,breadth
2017-01-05,64.89
2017-01-06,66.79
2017-01-09,64.62
2017-01-10,65.81
2017-01-11,65.61
2017-01-12,66.2
2017-01-13,66.26
2017-01-17,67.92
2017-01-18,67.52
2017-01-19,64.75
2017-01-20,66.33
2017-01-23,64.35
2017-01-24,66.33
2017-01-25,67.72
2017-01-26,66.13
2017-01-27,64.55
2017-01-30,64.15
2017-01-31,65.94
2017-02-01,64.55
2017-02-02,67.72
2017-02-03,68.51
2017-02-06,66.92
2017-02-07,67.12
2017-02-08,68.89
2017-02-09,71.85
2017-02-10,72.83
2017-02-13,73.81
2017-02-14,73.81
2017-02-15,75.39
2017-02-16,75.59
2017-02-17,76.18
2017-02-21,77.75
2017-02-22,76.96
2017-02-23,76.37
2017-02-24,78.54
2017-02-27,78.93
2017-02-28,77.12
2017-03-01,79.88
2017-03-02,78.69
2017-03-03,77.9
2017-03-06,76.52
2017-03-07,74.16
2017-03-08,73.17
2017-03-09,72.97
2017-03-10,73.46
2017-03-13,73.46
2017-03-14,72.76
2017-03-15,76.14
2017-03-16,74.55
2017-03-17,75.94
2017-03-20,74.95
2017-03-21,73.35
2017-03-22,73.55
2017-03-23,73.35
2017-03-24,72.76
2017-03-27,71.96
2017-03-28,74.75
2017-03-29,75.34
2017-03-30,76.14
2017-03-31,75.74
2017-04-03,74.35
2017-04-04,74.95
2017-04-05,73.75
2017-04-06,73.95
2017-04-07,75.24
2017-04-10,76.63
2017-04-11,77.02
2017-04-12,74.25
2017-04-13,69.9
2017-04-17,74.05
2017-04-18,72.27
2017-04-19,71.88
2017-04-20,74.05
2017-04-21,73.06
2017-04-24,75.24
2017-04-25,76.23
2017-04-26,76.23
2017-04-27,75.24
2017-04-28,73.06
2017-05-01,71.88
2017-05-02,72.07
2017-05-03,71.08
2017-05-04,70.69
2017-05-05,71.28
2017-05-08,71.28
2017-05-09,71.48
2017-05-10,70.89
2017-05-11,69.9
2017-05-12,68.71
2017-05-15,69.5
2017-05-16,67.72
2017-05-17,63.96
2017-05-18,64.15
2017-05-19,66.93
2017-05-22,68.31
2017-05-23,68.91
2017-05-24,68.91
2017-05-25,68.91
2017-05-26,68.91
2017-05-30,67.52
2017-05-31,67.92
2017-06-01,70.69
2017-06-02,70.89
2017-06-05,69.9
2017-06-06,68.91
2017-06-07,69.7
2017-06-08,69.3
2017-06-09,69.9
2017-06-12,72.07
2017-06-13,73.06
2017-06-14,71.28
2017-06-15,71.88
2017-06-16,71.82
2017-06-19,72.02
2017-06-20,70.23
2017-06-21,70.23
2017-06-22,70.03
2017-06-23,70.03
2017-06-26,72.22
2017-06-27,69.44
2017-06-28,72.42
2017-06-29,70.43
2017-06-30,70.49
2017-07-03,73.06
2017-07-05,70.89
2017-07-06,69.3
2017-07-07,70.09
2017-07-10,69.7
2017-07-11,69.5
2017-07-12,70.89
2017-07-13,70.49
2017-07-14,72.07
2017-07-17,72.67
2017-07-18,71.88
2017-07-19,73.66
2017-07-20,72.87
2017-07-21,73.71
2017-07-24,72.33
2017-07-25,74.11
2017-07-26,72.67
2017-07-27,73.06
2017-07-28,71.08
2017-07-31,71.68
2017-08-01,71.42
2017-08-02,70.03
2017-08-03,69.44
2017-08-04,70.03
2017-08-07,69.64
2017-08-08,69.44
2017-08-09,68.45
2017-08-10,63.88
2017-08-11,65.34
2017-08-14,67.72
2017-08-15,67.12
2017-08-16,67.32
2017-08-17,60.79
2017-08-18,60.39
2017-08-21,59.4
2017-08-22,62.77
2017-08-23,61.78
2017-08-24,61.38
2017-08-25,62.97
2017-08-28,61.58
2017-08-29,60.99
2017-08-30,61.98
2017-08-31,63.16
2017-09-01,63.88
2017-09-05,60.0
2017-09-06,62.37
2017-09-07,61.38
2017-09-08,62.17
2017-09-11,63.96
2017-09-12,66.33
2017-09-13,65.54
2017-09-14,64.68
2017-09-15,66.26
2017-09-18,66.26
2017-09-19,67.65
2017-09-20,67.85
2017-09-21,67.26
2017-09-22,67.06
2017-09-25,69.04
2017-09-26,68.65
2017-09-27,69.24
2017-09-28,69.44
2017-09-29,70.03
2017-10-02,71.23
2017-10-03,69.84
2017-10-04,71.23
2017-10-05,72.47
2017-10-06,71.48
2017-10-09,70.09
2017-10-10,70.89
2017-10-11,72.07
2017-10-12,72.07
2017-10-13,71.68
2017-10-16,71.48
2017-10-17,71.88
2017-10-18,72.07
2017-10-19,72.47
2017-10-20,73.46
2017-10-23,73.46
2017-10-24,72.27
2017-10-25,70.69
2017-10-26,69.3
2017-10-27,69.5
2017-10-30,68.51
2017-10-31,67.46
2017-11-01,68.25
2017-11-02,67.59
2017-11-03,67.39
2017-11-06,67.99
2017-11-07,67.72
2017-11-08,67.72
2017-11-09,68.11
2017-11-10,67.72
2017-11-13,67.72
2017-11-14,67.52
2017-11-15,65.47
2017-11-16,67.85
2017-11-17,66.46
2017-11-20,67.26
2017-11-21,69.04
2017-11-22,68.45
2017-11-24,68.05
2017-11-27,67.06
2017-11-28,70.63
2017-11-29,72.22
2017-11-30,71.82
2017-12-01,74.2
2017-12-04,76.43
2017-12-05,74.25
2017-12-06,73.66
2017-12-07,74.65
2017-12-08,74.45
2017-12-11,76.23
2017-12-12,77.02
2017-12-13,75.64
2017-12-14,74.45
2017-12-15,77.22
2017-12-18,77.02
2017-12-19,75.04
2017-12-20,76.03
2017-12-21,76.03
2017-12-22,76.43
2017-12-26,76.23
2017-12-27,76.43
2017-12-28,76.83
2017-12-29,76.63
2018-01-02,76.58
2018-01-03,76.19
2018-01-04,76.78
2018-01-05,78.01
2018-01-08,78.81
2018-01-09,77.62
2018-01-10,76.83
2018-01-11,77.02
2018-01-12,77.62
2018-01-16,77.22
2018-01-17,78.41
2018-01-18,77.82
2018-01-19,78.41
2018-01-22,79.8
2018-01-23,80.99
2018-01-24,80.79
2018-01-25,80.99
2018-01-26,82.17
2018-01-29,80.79
2018-01-30,79.4
2018-01-31,79.4
2018-02-01,77.82
2018-02-02,74.65
2018-02-05,61.18
2018-02-06,66.53
2018-02-07,64.75
2018-02-08,51.88
2018-02-09,57.02
2018-02-12,60.99
2018-02-13,61.18
2018-02-14,65.94
2018-02-15,68.71
2018-02-16,69.3
2018-02-20,67.12
2018-02-21,65.74
2018-02-22,64.95
2018-02-23,68.51
2018-02-26,70.09
2018-02-27,66.66
2018-02-28,63.61
2018-03-01,60.03
2018-03-02,60.83
2018-03-05,63.36
2018-03-06,63.96
2018-03-07,63.96
2018-03-08,64.48
2018-03-09,69.04
2018-03-12,68.65
2018-03-13,66.86
2018-03-14,65.67
2018-03-15,64.28
2018-03-16,65.27
2018-03-19,62.69
2018-03-20,62.42
2018-03-21,62.42
2018-03-22,54.67
2018-03-23,48.11
2018-03-26,56.06
2018-03-27,52.08
2018-03-28,52.28
2018-03-29,56.26
2018-04-02,46.71
2018-04-03,51.48
2018-04-04,57.02
2018-04-05,57.14
2018-04-06,49.2
2018-04-09,50.59
2018-04-10,54.76
2018-04-11,52.57
2018-04-12,55.75
2018-04-13,53.96
2018-04-16,57.34
2018-04-17,59.72
2018-04-18,60.11
2018-04-19,57.14
2018-04-20,54.96
2018-04-23,56.74
2018-04-24,51.98
2018-04-25,52.77
2018-04-26,55.75
2018-04-27,54.36
2018-04-30,50.39
2018-05-01,52.38
2018-05-02,48.21
2018-05-03,47.72
2018-05-04,53.26
2018-05-07,53.46
2018-05-08,52.27
2018-05-09,54.65
2018-05-10,58.41
2018-05-11,60.0
2018-05-14,59.2
2018-05-15,56.83
2018-05-16,57.82
2018-05-17,57.02
2018-05-18,58.21
2018-05-21,60.39
2018-05-22,58.41
2018-05-23,59.2
2018-05-24,59.32
2018-05-25,57.53
2018-05-29,50.99
2018-05-30,56.94
2018-05-31,52.38
2018-06-01,56.26
2018-06-04,56.43
2018-06-05,58.01
2018-06-06,60.19
2018-06-07,61.58
2018-06-08,61.9
2018-06-11,63.09
2018-06-12,63.69
2018-06-13,60.71
2018-06-14,60.91
2018-06-15,60.31
2018-06-18,60.03
2018-06-19,55.75
2018-06-20,56.15
2018-06-21,55.15
2018-06-22,57.73
2018-06-25,54.16
2018-06-26,53.17
2018-06-27,50.79
2018-06-28,52.38
2018-06-29,52.87
2018-07-02,52.27
2018-07-03,52.87
2018-07-05,55.64
2018-07-06,57.62
2018-07-09,60.39
2018-07-10,61.5
2018-07-11,58.92
2018-07-12,59.72
2018-07-13,60.11
2018-07-16,59.32
2018-07-17,60.91
2018-07-18,61.9
2018-07-19,61.11
2018-07-20,59.92
2018-07-23,58.33
2018-07-24,58.53
2018-07-25,61.3
2018-07-26,63.88
2018-07-27,62.1
2018-07-30,61.11
2018-07-31,64.55
2018-08-01,61.98
2018-08-02,62.97
2018-08-03,64.95
2018-08-06,65.74
2018-08-07,65.74
2018-08-08,65.74
2018-08-09,64.95
2018-08-10,61.38
2018-08-13,59.4
2018-08-14,63.56
2018-08-15,61.78
2018-08-16,64.35
2018-08-17,64.55
2018-08-20,65.54
2018-08-21,65.54
2018-08-22,64.95
2018-08-23,63.76
2018-08-24,64.95
2018-08-27,66.13
2018-08-28,66.33
2018-08-29,67.65
2018-08-30,65.87
2018-08-31,65.87
2018-09-04,65.34
2018-09-05,64.95
2018-09-06,63.96
2018-09-07,63.16
2018-09-10,63.56
2018-09-11,63.56
2018-09-12,63.76
2018-09-13,63.09
2018-09-14,63.29
2018-09-17,63.09
2018-09-18,63.69
2018-09-19,66.07
2018-09-20,69.44
2018-09-21,70.03
2018-09-24,65.87
2018-09-25,64.48
2018-09-26,62.1
2018-09-27,62.3
2018-09-28,62.3
2018-10-01,62.05
2018-10-02,61.78
2018-10-03,62.17
2018-10-04,62.37
2018-10-05,60.99
2018-10-08,62.77
2018-10-09,60.79
2018-10-10,49.9
2018-10-11,37.22
2018-10-12,41.86
2018-10-15,42.46
2018-10-16,50.59
2018-10-17,48.21
2018-10-18,43.65
2018-10-19,43.84
2018-10-22,41.46
2018-10-23,40.07
2018-10-24,32.34
2018-10-25,36.11
2018-10-26,32.14
2018-10-29,32.53
2018-10-30,39.48
2018-10-31,39.48
2018-11-01,43.65
2018-11-02,42.46
2018-11-05,44.84
2018-11-06,45.83
2018-11-07,49.7
2018-11-08,49.9
2018-11-09,47.51
2018-11-12,42.94
2018-11-13,43.14
2018-11-14,40.35
2018-11-15,42.94
2018-11-16,43.53
2018-11-19,39.16
2018-11-20,34.19
2018-11-21,34.59
2018-11-23,34.99
2018-11-26,37.97
2018-11-27,37.77
2018-11-28,44.62
2018-11-29,43.62
2018-11-30,45.72
2018-12-03,49.9
2018-12-04,40.95
2018-12-05,40.95
2018-12-06,39.36
2018-12-07,34.79
2018-12-10,36.38
2018-12-11,35.38
2018-12-12,36.58
2018-12-13,35.58
2018-12-14,31.41
2018-12-17,24.25
2018-12-18,25.64
2018-12-19,20.87
2018-12-20,16.5
2018-12-21,14.51
2018-12-24,9.56
2018-12-26,15.13
2018-12-27,17.52
2018-12-28,17.33
2018-12-31,20.31
2019-01-02,17.02
2019-01-03,12.5
2019-01-04,19.44
2019-01-07,22.22
2019-01-08,25.99
2019-01-09,26.78
2019-01-10,27.97
2019-01-11,29.16
2019-01-14,26.98
2019-01-15,29.96
2019-01-16,29.56
2019-01-17,31.74
2019-01-18,37.69
2019-01-22,33.33
2019-01-23,32.73
2019-01-24,33.73
2019-01-25,36.9
2019-01-28,35.31
2019-01-29,35.71
2019-01-30,42.37
2019-01-31,42.77
2019-02-01,45.14
2019-02-04,47.92
2019-02-05,49.5
2019-02-06,49.5
2019-02-07,45.94
2019-02-08,46.93
2019-02-11,47.32
2019-02-12,52.27
2019-02-13,55.24
2019-02-14,53.86
2019-02-15,57.53
2019-02-19,58.73
2019-02-20,59.92
2019-02-21,58.33
2019-02-22,59.52
2019-02-25,59.12
2019-02-26,57.73
2019-02-27,57.93
2019-02-28,56.94
2019-03-01,58.53
2019-03-04,58.61
2019-03-05,57.02
2019-03-06,54.45
2019-03-07,50.49
2019-03-08,49.3
2019-03-11,53.86
2019-03-12,54.85
2019-03-13,56.23
2019-03-14,55.04
2019-03-15,56.03
2019-03-18,59.0
2019-03-19,55.84
2019-03-20,53.26
2019-03-21,57.62
2019-03-22,51.88
2019-03-25,52.07
2019-03-26,53.66
2019-03-27,53.86
2019-03-28,55.04
2019-03-29,57.02
2019-04-01,61.78
2019-04-02,62.57
2019-04-03,62.97
2019-04-04,65.34
2019-04-05,67.32
2019-04-08,67.92
2019-04-09,64.95
2019-04-10,67.12
2019-04-11,67.32
2019-04-12,71.08
2019-04-15,69.7
2019-04-16,70.29
2019-04-17,69.7
2019-04-18,70.49
2019-04-22,69.5
2019-04-23,72.47
2019-04-24,71.88
2019-04-25,70.89
2019-04-26,70.69
2019-04-29,70.29
2019-04-30,70.89
2019-05-01,68.11
2019-05-02,67.92
2019-05-03,69.3
2019-05-06,68.71
2019-05-07,66.13
2019-05-08,63.76
2019-05-09,63.96
2019-05-10,64.35
2019-05-13,55.84
2019-05-14,57.42
2019-05-15,58.21
2019-05-16,59.0
2019-05-17,58.01
2019-05-20,57.02
2019-05-21,60.39
2019-05-22,58.81
2019-05-23,54.85
2019-05-24,54.85
2019-05-28,51.88
2019-05-29,50.89
2019-05-30,51.08
2019-05-31,48.31
2019-06-03,49.0
2019-06-04,55.75
2019-06-05,58.53
2019-06-06,59.32
2019-06-07,60.91
2019-06-10,61.7
2019-06-11,61.11
2019-06-12,60.71
2019-06-13,62.1
2019-06-14,61.11
2019-06-17,61.11
2019-06-18,65.27
2019-06-19,66.26
2019-06-20,69.04
2019-06-21,67.85
2019-06-24,68.65
2019-06-25,67.65
2019-06-26,66.26
2019-06-27,67.65
2019-06-28,71.42
2019-07-01,72.22
2019-07-02,71.91
2019-07-03,73.9
2019-07-05,73.7
2019-07-08,71.71
2019-07-09,71.51
2019-07-10,71.45
2019-07-11,71.45
2019-07-12,72.85
2019-07-15,72.45
2019-07-16,72.45
2019-07-17,70.85
2019-07-18,70.45
2019-07-19,71.05
2019-07-22,71.05
2019-07-23,72.85
2019-07-24,75.24
2019-07-25,72.65
2019-07-26,74.45
2019-07-29,73.86
2019-07-30,73.86
2019-07-31,71.08
2019-08-01,66.73
2019-08-02,64.95
2019-08-05,53.46
2019-08-06,57.62
2019-08-07,57.22
2019-08-08,62.17
2019-08-09,59.72
2019-08-12,56.85
2019-08-13,59.0
2019-08-14,52.47
2019-08-15,52.07
2019-08-16,54.45
2019-08-19,57.22
2019-08-20,55.64
2019-08-21,57.62
2019-08-22,57.42
2019-08-23,51.08
2019-08-26,53.66
2019-08-27,52.47
2019-08-28,54.45
2019-08-29,56.43
2019-08-30,57.02
2019-09-03,55.44
2019-09-04,56.63
2019-09-05,62.97
2019-09-06,64.55
2019-09-09,67.52
2019-09-10,71.08
2019-09-11,73.66
2019-09-12,73.26
2019-09-13,75.04
2019-09-16,74.45
2019-09-17,72.87
2019-09-18,71.88
2019-09-19,71.42
2019-09-20,70.43
2019-09-23,69.84
2019-09-24,68.25
2019-09-25,69.04
2019-09-26,67.46
2019-09-27,67.26
2019-09-30,67.26
2019-10-01,64.48
2019-10-02,56.54
2019-10-03,58.81
2019-10-04,62.37
2019-10-07,59.8
2019-10-08,53.06
2019-10-09,55.84
2019-10-10,58.01
2019-10-11,62.57
2019-10-14,62.17
2019-10-15,65.94
2019-10-16,64.55
2019-10-17,64.75
2019-10-18,66.66
2019-10-21,68.84
2019-10-22,69.24
2019-10-23,69.24
2019-10-24,69.24
2019-10-25,69.3
2019-10-28,70.29
2019-10-29,70.09
2019-10-30,70.09
2019-10-31,67.72
2019-11-01,71.48
2019-11-04,73.86
2019-11-05,72.36
2019-11-06,73.35
2019-11-07,72.56
2019-11-08,72.16
2019-11-11,71.57
2019-11-12,70.17
2019-11-13,71.37
2019-11-14,71.96
2019-11-15,74.35
2019-11-18,72.96
2019-11-19,72.76
2019-11-20,70.77
2019-11-21,69.38
2019-11-22,72.31
2019-11-25,74.5
2019-11-26,73.3
2019-11-27,75.69
2019-11-29,73.5
2019-12-02,71.34
2019-12-03,67.19
2019-12-04,71.14
2019-12-05,72.13
2019-12-06,75.64
2019-12-09,73.61
2019-12-10,72.96
2019-12-11,73.3
2019-12-12,74.3
2019-12-13,74.5
2019-12-16,77.62
2019-12-17,76.63
2019-12-18,77.22
2019-12-19,77.82
2019-12-20,79.0
2019-12-23,80.79
2019-12-24,80.79
2019-12-26,80.99
2019-12-27,80.79
2019-12-30,78.81
2019-12-31,80.19
2020-01-02,80.99
2020-01-03,80.79
2020-01-06,80.19
2020-01-07,78.01
2020-01-08,79.2
2020-01-09,78.61
2020-01-10,78.21
2020-01-13,80.39
2020-01-14,80.19
2020-01-15,81.18
2020-01-16,84.35
2020-01-17,84.15
2020-01-21,81.98
2020-01-22,80.99
2020-01-23,80.99
2020-01-24,77.82
2020-01-27,72.02
2020-01-28,73.06
2020-01-29,72.47
2020-01-30,72.87
2020-01-31,68.11
2020-02-03,68.91
2020-02-04,71.28
2020-02-05,76.83
2020-02-06,75.24
2020-02-07,72.87
2020-02-10,74.05
2020-02-11,75.84
2020-02-12,78.01
2020-02-13,77.42
2020-02-14,76.83
2020-02-18,73.46
2020-02-19,75.04
2020-02-20,76.03
2020-02-21,73.66
2020-02-24,61.18
2020-02-25,50.29
2020-02-26,46.73
2020-02-27,32.47
2020-02-28,23.96
2020-03-02,41.18
2020-03-03,33.66
2020-03-04,45.14
2020-03-05,36.63
2020-03-06,32.67
2020-03-09,15.24
2020-03-10,24.75
2020-03-11,12.07
2020-03-12,4.95
2020-03-13,11.48
2020-03-16,3.56
2020-03-17,10.29
2020-03-18,6.73
2020-03-19,4.95
2020-03-20,2.97
2020-03-23,2.97
2020-03-24,4.55
2020-03-25,3.76
2020-03-26,8.31
2020-03-27,5.94
2020-03-30,9.9
2020-03-31,8.71
2020-04-01,6.33
2020-04-02,7.92
2020-04-03,8.13
2020-04-06,13.04
2020-04-07,12.25
2020-04-08,15.64
2020-04-09,18.01
2020-04-13,15.64
2020-04-14,21.58
2020-04-15,18.01
2020-04-16,21.18
2020-04-17,24.55
2020-04-20,21.38
2020-04-21,17.02
2020-04-22,19.4
2020-04-23,19.2
2020-04-24,21.78
2020-04-27,23.96
2020-04-28,23.76
2020-04-29,28.31
2020-04-30,24.15
2020-05-01,20.19
2020-05-04,20.99
2020-05-05,23.76
2020-05-06,23.76
2020-05-07,24.75
2020-05-08,27.32
2020-05-11,28.91
2020-05-12,25.0
2020-05-13,23.8
2020-05-14,25.0
2020-05-15,25.19
2020-05-18,31.28
2020-05-19,29.3
2020-05-20,33.26
2020-05-21,29.5
2020-05-22,31.28
2020-05-26,34.85
2020-05-27,41.58
2020-05-28,41.98
2020-05-29,41.98
2020-06-01,41.78
2020-06-02,43.96
2020-06-03,48.91
2020-06-04,48.11
2020-06-05,55.44
2020-06-08,61.98
2020-06-09,54.25
2020-06-10,48.91
2020-06-11,33.46
2020-06-12,36.43
2020-06-15,38.81
2020-06-16,42.17
2020-06-17,41.78
2020-06-18,41.38
2020-06-19,40.0
2020-06-22,40.39
2020-06-23,41.18
2020-06-24,34.65
2020-06-25,36.03
2020-06-26,32.47
2020-06-29,36.43
2020-06-30,39.4
2020-07-01,39.8
2020-07-02,41.38
2020-07-06,43.36
2020-07-07,40.59
2020-07-08,40.39
2020-07-09,38.01
2020-07-10,40.39
2020-07-13,41.18
2020-07-14,44.55
2020-07-15,49.3
2020-07-16,49.9
2020-07-17,51.48
2020-07-20,49.9
2020-07-21,51.68
2020-07-22,54.65
2020-07-23,53.66
2020-07-24,52.27
2020-07-27,52.87
2020-07-28,51.88
2020-07-29,54.65
2020-07-30,53.86
2020-07-31,52.17
2020-08-03,52.17
2020-08-04,52.76
2020-08-05,54.94
2020-08-06,54.54
2020-08-07,57.31
2020-08-10,59.09
2020-08-11,59.28
2020-08-12,60.47
2020-08-13,59.48
2020-08-14,59.48
2020-08-17,58.69
2020-08-18,58.89
2020-08-19,58.89
2020-08-20,57.31
2020-08-21,57.11
2020-08-24,59.68
2020-08-25,59.88
2020-08-26,58.69
2020-08-27,61.06
2020-08-28,62.05
2020-08-31,61.26
2020-09-01,60.99
2020-09-02,64.15
2020-09-03,61.78
2020-09-04,61.78
2020-09-08,57.02
2020-09-09,59.8
2020-09-10,57.02
2020-09-11,57.42
2020-09-14,61.78
2020-09-15,61.98
2020-09-16,63.96
2020-09-17,62.77
2020-09-18,59.12
2020-09-21,54.05
2020-09-22,54.85
2020-09-23,50.89
2020-09-24,51.48
2020-09-25,55.64
2020-09-28,58.61
2020-09-29,56.83
2020-09-30,58.61
2020-10-01,59.2
2020-10-02,60.19
2020-10-05,64.35
2020-10-06,62.1
2020-10-07,66.99
2020-10-08,70.97
2020-10-09,72.16
2020-10-12,73.16
2020-10-13,70.57
2020-10-14,70.37
2020-10-15,70.77
2020-10-16,70.97
2020-10-19,66.93
2020-10-20,68.91
2020-10-21,68.51
2020-10-22,72.47
2020-10-23,72.47
2020-10-26,66.53
2020-10-27,63.36
2020-10-28,55.44
2020-10-29,58.01
2020-10-30,57.02
2020-11-02,64.35
2020-11-03,69.3
2020-11-04,69.3
2020-11-05,73.06
2020-11-06,70.49
2020-11-09,80.99
2020-11-10,83.56
2020-11-11,83.16
2020-11-12,80.19
2020-11-13,85.34
2020-11-16,88.11
2020-11-17,88.11
2020-11-18,86.13
2020-11-19,86.53
2020-11-20,86.13
2020-11-23,88.51
2020-11-24,90.09
2020-11-25,90.09
2020-11-27,89.9
2020-11-30,89.5
2020-12-01,91.48
2020-12-02,91.88
2020-12-03,91.68
2020-12-04,91.08
2020-12-07,90.89
2020-12-08,91.68
2020-12-09,91.28
2020-12-10,90.69
2020-12-11,90.89
2020-12-14,90.49
2020-12-15,91.48
2020-12-16,90.49
2020-12-17,91.28
2020-12-18,89.9
2020-12-21,88.73
2020-12-22,87.74
2020-12-23,88.11
2020-12-24,89.3
2020-12-28,89.7
2020-12-29,89.3
2020-12-30,89.5
2020-12-31,90.89
2021-01-04,88.71
2021-01-05,88.71
2021-01-06,90.49
2021-01-07,89.5
2021-01-08,90.07
2021-01-11,89.9
2021-01-12,89.3
2021-01-13,89.7
2021-01-14,89.1
2021-01-15,89.5
2021-01-19,89.7
2021-01-20,89.68
2021-01-21,89.08
2021-01-22,88.88
2021-01-25,90.09
2021-01-26,90.49
2021-01-27,86.73
2021-01-28,86.93
2021-01-29,83.76
2021-02-01,86.33
2021-02-02,88.11
2021-02-03,87.52
2021-02-04,88.91
2021-02-05,88.11
2021-02-08,88.31
2021-02-09,88.91
2021-02-10,89.1
2021-02-11,87.92
2021-02-12,87.12
2021-02-16,86.33
2021-02-17,86.93
2021-02-18,87.32
2021-02-19,86.13
2021-02-22,84.95
2021-02-23,83.76
2021-02-24,84.35
2021-02-25,81.78
2021-02-26,79.0
2021-03-01,82.97
2021-03-02,81.78
2021-03-03,79.4
2021-03-04,77.02
2021-03-05,81.38
2021-03-08,80.19
2021-03-09,83.56
2021-03-10,83.76
2021-03-11,84.75
2021-03-12,85.54
2021-03-15,86.73
2021-03-16,88.11
2021-03-17,87.32
2021-03-18,86.13
2021-03-19,86.13
2021-03-22,87.92
2021-03-23,88.11
2021-03-24,87.12
2021-03-25,87.92
2021-03-26,91.88
2021-03-29,93.87
2021-03-30,91.3
2021-03-31,92.88
2021-04-01,93.47
2021-04-05,94.85
2021-04-06,95.24
2021-04-07,94.25
2021-04-08,93.86
2021-04-09,94.05
2021-04-12,94.45
2021-04-13,95.24
2021-04-14,95.04
2021-04-15,96.23
2021-04-16,96.62
2021-04-19,96.23
2021-04-20,96.82
2021-04-21,96.82
2021-04-22,96.23
2021-04-23,95.83
2021-04-26,95.43
2021-04-27,95.23
2021-04-28,94.64
2021-04-29,94.25
2021-04-30,94.05
2021-05-03,93.66
2021-05-04,93.26
2021-05-05,93.26
2021-05-06,92.47
2021-05-07,92.27
2021-05-10,91.48
2021-05-11,92.07
2021-05-12,88.91
2021-05-13,89.3
2021-05-14,91.68
2021-05-17,90.31
2021-05-18,89.1
2021-05-19,89.1
2021-05-20,91.88
2021-05-21,91.08
2021-05-24,91.28
2021-05-25,91.48
2021-05-26,91.08
2021-05-27,91.08
2021-05-28,91.88
2021-06-01,90.89
2021-06-02,90.49
2021-06-03,89.3
2021-06-04,90.69
2021-06-07,89.9
2021-06-08,90.09
2021-06-09,89.5
2021-06-10,90.49
2021-06-11,90.89
2021-06-14,91.48
2021-06-15,90.89
2021-06-16,89.3
2021-06-17,89.7
2021-06-18,85.94
2021-06-21,88.11
2021-06-22,88.31
2021-06-23,87.32
2021-06-24,88.31
2021-06-25,90.09
2021-06-28,90.09
2021-06-29,89.1
2021-06-30,89.5
2021-07-01,90.49
2021-07-02,91.28
2021-07-06,89.3
2021-07-07,90.29
2021-07-08,87.52
2021-07-09,90.49
2021-07-12,90.09
2021-07-13,89.1
2021-07-14,88.51
2021-07-15,88.31
2021-07-16,86.13
2021-07-19,78.81
2021-07-20,84.35
2021-07-21,86.33
2021-07-22,84.15
2021-07-23,86.33
2021-07-26,87.12
2021-07-27,88.51
2021-07-28,88.51
2021-07-29,88.71
2021-07-30,86.73
2021-08-02,85.34
2021-08-03,86.3
2021-08-04,81.54
2021-08-05,82.34
2021-08-06,83.33
2021-08-09,82.6
2021-08-10,83.99
2021-08-11,85.37
2021-08-12,84.38
2021-08-13,84.18
2021-08-16,83.76
2021-08-17,81.18
2021-08-18,78.01
2021-08-19,74.45
2021-08-20,75.64
2021-08-23,79.4
2021-08-24,80.99
2021-08-25,81.98
2021-08-26,78.81
2021-08-27,81.78
2021-08-30,79.36
2021-08-31,79.96
2021-09-01,78.81
2021-09-02,80.39
2021-09-03,78.61
2021-09-07,75.84
2021-09-08,73.66
2021-09-09,73.66
2021-09-10,71.88
2021-09-13,74.65
2021-09-14,71.68
2021-09-15,74.25
2021-09-16,72.07
2021-09-17,68.91
2021-09-20,64.75
2021-09-21,62.57
2021-09-22,66.13
2021-09-23,71.88
2021-09-24,72.47
2021-09-27,71.88
2021-09-28,66.93
2021-09-29,68.11
2021-09-30,60.79
2021-10-01,65.14
2021-10-04,63.69
2021-10-05,65.27
2021-10-06,66.66
2021-10-07,66.86
2021-10-08,64.48
2021-10-11,62.77
2021-10-12,62.57
2021-10-13,63.36
2021-10-14,70.69
2021-10-15,70.69
2021-10-18,69.9
2021-10-19,72.27
2021-10-20,74.65
2021-10-21,74.25
2021-10-22,74.65
2021-10-25,73.86
2021-10-26,73.26
2021-10-27,69.5
2021-10-28,72.07
2021-10-29,70.29
2021-11-01,71.88
2021-11-02,70.69
2021-11-03,73.86
2021-11-04,71.28
2021-11-05,75.04
2021-11-08,73.51
2021-11-09,74.3
2021-11-10,74.5
2021-11-11,73.32
2021-11-12,73.71
2021-11-15,74.25
2021-11-16,72.47
2021-11-17,71.48
2021-11-18,69.9
2021-11-19,68.51
2021-11-22,70.55
2021-11-23,71.93
2021-11-24,70.94
2021-11-26,63.83
2021-11-29,65.21
2021-11-30,55.73
2021-12-01,51.97
2021-12-02,59.28
2021-12-03,57.5
2021-12-06,64.55
2021-12-07,68.51
2021-12-08,68.71
2021-12-09,67.72
2021-12-10,67.12
2021-12-13,66.53
2021-12-14,65.34
2021-12-15,66.66
2021-12-16,67.46
2021-12-17,62.5
2021-12-20,58.01
2021-12-21,64.35
2021-12-22,65.34
2021-12-23,67.72
2021-12-27,70.89
2021-12-28,71.48
2021-12-29,71.68
2021-12-30,71.28
2021-12-31,71.88
2022-01-03,73.46
2022-01-04,74.65
2022-01-05,71.08
2022-01-06,70.09
2022-01-07,69.9
2022-01-10,68.91
2022-01-11,70.89
2022-01-12,71.88
2022-01-13,69.9
2022-01-14,65.94
2022-01-18,60.19
2022-01-19,57.02
2022-01-20,53.26
2022-01-21,49.7
